"beacon","year","month","day","hour","minute","lat","lon","airTemp","batt","atmPres","FormatID","obs","gps_time","speed"
"BUOY1.",2013,2,27,10,0,68.0702,-64.52,-24.5,10.2,0,40,202,2013-02-27 10:00:00,0
"BUOY1.",2013,2,27,11,0,68.0702,-64.52,-24.3,10.2,0,40,203,2013-02-27 11:00:00,0
"BUOY1.",2013,2,27,12,0,68.0702,-64.52,-24,10.2,0,40,204,2013-02-27 12:00:00,0
"BUOY1.",2013,2,27,13,0,68.0702,-64.52,-23.8,10.2,0,40,205,2013-02-27 13:00:00,0
"BUOY1.",2013,2,27,14,0,68.0702,-64.52,-23.6,10.2,0,40,206,2013-02-27 14:00:00,0
"BUOY1.",2013,2,27,15,0,68.0702,-64.52,-23.3,10.2,0,40,207,2013-02-27 15:00:00,0
"BUOY1.",2013,2,27,16,0,68.0702,-64.52,-23,10.2,0,40,208,2013-02-27 16:00:00,0
"BUOY1.",2013,2,27,17,0,68.0702,-64.52,-22.8,10.2,0,40,209,2013-02-27 17:00:00,0
"BUOY1.",2013,2,27,18,0,68.0702,-64.52,-22.7,10.2,0,40,210,2013-02-27 18:00:00,0
"BUOY1.",2013,2,27,19,0,68.0702,-64.52,-22.6,10.4,0,40,211,2013-02-27 19:00:00,0
"BUOY1.",2013,2,27,20,0,68.0702,-64.52,-22.6,10.4,0,40,212,2013-02-27 20:00:00,0
"BUOY1.",2013,2,27,21,0,68.0702,-64.5202,-22.8,10.4,0,40,213,2013-02-27 21:00:00,0
"BUOY1.",2013,2,27,22,0,68.0702,-64.52,-23.1,10.4,0,40,214,2013-02-27 22:00:00,0
"BUOY1.",2013,2,27,23,0,68.0702,-64.52,-23.1,10.2,0,40,215,2013-02-27 23:00:00,0
"BUOY1.",2013,2,28,0,0,68.0702,-64.52,-23.2,10.2,0,40,216,2013-02-28 00:00:00,0
"BUOY1.",2013,2,28,1,0,68.0702,-64.52,-23.2,10.2,0,40,217,2013-02-28 01:00:00,0
"BUOY1.",2013,2,28,2,0,68.0704,-64.52,-23.1,10.2,0,40,218,2013-02-28 02:00:00,0
"BUOY1.",2013,2,28,3,0,68.07,-64.5198,-23.1,10.2,0,40,219,2013-02-28 03:00:00,0
"BUOY1.",2013,2,28,4,0,68.0702,-64.52,-23,10.2,0,40,220,2013-02-28 04:00:00,0
"BUOY1.",2013,2,28,5,0,68.0702,-64.52,-23,10.2,0,40,221,2013-02-28 05:00:00,0
"BUOY1.",2013,2,28,6,0,68.0702,-64.5202,-22.9,10.2,0,40,222,2013-02-28 06:00:00,0
"BUOY1.",2013,2,28,7,0,68.0702,-64.52,-22.9,10.2,0,40,223,2013-02-28 07:00:00,0
"BUOY1.",2013,2,28,8,0,68.0702,-64.52,-22.9,10.2,0,40,224,2013-02-28 08:00:00,0
"BUOY1.",2013,2,28,9,0,68.0702,-64.52,-22.9,10.2,0,40,225,2013-02-28 09:00:00,0
"BUOY1.",2013,2,28,10,0,68.0702,-64.52,-22.9,10.4,0,40,226,2013-02-28 10:00:00,0
"BUOY1.",2013,2,28,11,0,68.0702,-64.52,-23.1,10.2,0,40,227,2013-02-28 11:00:00,0
"BUOY1.",2013,2,28,12,0,68.0702,-64.52,-23.4,10.2,0,40,228,2013-02-28 12:00:00,0
"BUOY1.",2013,2,28,13,0,68.0702,-64.52,-23.9,10.2,0,40,229,2013-02-28 13:00:00,0
"BUOY1.",2013,2,28,14,0,68.0702,-64.52,-24.1,10.2,0,40,230,2013-02-28 14:00:00,0
"BUOY1.",2013,2,28,15,0,68.0702,-64.52,-24.2,10.2,0,40,231,2013-02-28 15:00:00,0
"BUOY1.",2013,2,28,16,0,68.0702,-64.52,-24.2,10.2,0,40,232,2013-02-28 16:00:00,0
"BUOY1.",2013,2,28,17,0,68.0704,-64.52,-24.1,10.2,0,40,233,2013-02-28 17:00:00,0
