"beacon","year","month","day","hour","minute","lat","lon","airTemp","batt","atmPres","FormatID","obs","gps_time","speed"
"460170",2014,1,4,15,0,79.5764166667,-67.78275,-99,-99,-99,-99,88,2014-01-04 15:00:00,0.00384541327680939
"460170",2014,1,4,16,0,79.5764,-67.7828666667,-99,-99,-99,-99,89,2014-01-04 16:00:00,0.00299346729610401
"460170",2014,1,4,17,0,79.5764,-67.7827833333,-99,-99,-99,-99,90,2014-01-04 17:00:00,0.00167878847363239
"460170",2014,1,4,18,0,79.5763833333,-67.78275,-99,-99,-99,-99,91,2014-01-04 18:00:00,0.0019754250429799
"460170",2014,1,4,19,0,79.5764,-67.7829333333,-99,-99,-99,-99,92,2014-01-04 19:00:00,0.00413299087232656
"460170",2014,1,4,20,0,79.5764166667,-67.7829333333,-99,-99,-99,-99,93,2014-01-04 20:00:00,0.00185515913654568
"460170",2014,1,4,21,0,79.5764,-67.7830166667,-99,-99,-99,-99,94,2014-01-04 21:00:00,0.00250198844144211
"460170",2014,1,4,22,0,79.57645,-67.78305,-99,-99,-99,-99,95,2014-01-04 22:00:00,0.00560590709558779
"460170",2014,1,4,23,0,79.5764833333,-67.7822166667,-99,-99,-99,-99,96,2014-01-04 23:00:00,0.0171888046654331
"460170",2014,1,5,0,0,79.57645,-67.7830333333,-99,-99,-99,-99,97,2014-01-05 00:00:00,0.016861439630957
"460170",2014,1,5,1,0,79.5764333333,-67.7830333333,-99,-99,-99,-99,98,2014-01-05 01:00:00,0.00185759213318007
"460170",2014,1,5,2,0,79.57645,-67.783,-99,-99,-99,-99,99,2014-01-05 02:00:00,0.00197313734673706
"460170",2014,1,5,3,0,79.5764666667,-67.7828333333,-99,-99,-99,-99,100,2014-01-05 03:00:00,0.00383482793191163
"460170",2014,1,5,4,0,79.5764333333,-67.7830333333,-99,-99,-99,-99,101,2014-01-05 04:00:00,0.00547713088871114
"460170",2014,1,5,5,0,79.5764,-67.783,-99,-99,-99,-99,102,2014-01-05 05:00:00,0.00377069188012168
"460170",2014,1,5,6,0,79.5764166667,-67.7829666667,-99,-99,-99,-99,103,2014-01-05 06:00:00,0.00197313734673706
"460170",2014,1,5,7,0,79.5764166667,-67.78295,-99,-99,-99,-99,104,2014-01-05 07:00:00,0.000329237507163315
"460170",2014,1,5,8,0,79.5764333333,-67.7829333333,-99,-99,-99,-99,105,2014-01-05 08:00:00,0.0018841477537688
"460170",2014,1,5,9,0,79.57645,-67.7829833333,-99,-99,-99,-99,106,2014-01-05 09:00:00,0.00211242917129425
"460170",2014,1,5,10,0,79.57645,-67.7831,-99,-99,-99,-99,107,2014-01-05 10:00:00,0.00234930437170991
"460170",2014,1,5,11,0,79.57645,-67.7822,-99,-99,-99,-99,108,2014-01-05 11:00:00,0.0181262615809417
"460170",2014,1,5,12,0,79.5764333333,-67.78305,-99,-99,-99,-99,109,2014-01-05 12:00:00,0.0172197826050435
"460170",2014,1,5,13,0,79.5764666667,-67.7830166667,-99,-99,-99,-99,110,2014-01-05 13:00:00,0.0037718894954862
"460170",2014,1,5,14,0,79.5764666667,-67.7829333333,-99,-99,-99,-99,111,2014-01-05 14:00:00,0.00167878847363239
"460170",2014,1,5,15,0,79.5764333333,-67.7828333333,-99,-99,-99,-99,112,2014-01-05 15:00:00,0.00422271971509511
"460170",2014,1,5,16,0,79.5763333333,-67.7828666667,-99,-99,-99,-99,113,2014-01-05 16:00:00,0.0111524396474476
"460170",2014,1,5,17,0,79.5764833333,-67.7829833333,-99,-99,-99,-99,114,2014-01-05 17:00:00,0.0168627788927307
"460170",2014,1,5,18,0,79.5763833333,-67.78295,-99,-99,-99,-99,115,2014-01-05 18:00:00,0.011152034656448
"460170",2014,1,5,19,0,79.5763833333,-67.7828333333,-99,-99,-99,-99,116,2014-01-05 19:00:00,0.00235122609339869
"460170",2014,1,5,20,0,79.5764,-67.7828333333,-99,-99,-99,-99,117,2014-01-05 20:00:00,0.00185759213318007
"460170",2014,1,5,21,0,79.5764,-67.7830333333,-99,-99,-99,-99,118,2014-01-05 21:00:00,0.00402783663684282
"460170",2014,1,5,22,0,79.5764333333,-67.78295,-99,-99,-99,-99,119,2014-01-05 22:00:00,0.00407244305384827
"460170",2014,1,5,23,0,79.5764833333,-67.783,-99,-99,-99,-99,120,2014-01-05 23:00:00,0.00565643707460871
"460170",2014,1,6,0,0,79.5764333333,-67.7830666667,-99,-99,-99,-99,121,2014-01-06 00:00:00,0.0057254834787903
"460170",2014,1,6,1,0,79.5764,-67.78305,-99,-99,-99,-99,122,2014-01-06 01:00:00,0.00372610951732536
"460170",2014,1,6,2,0,79.57645,-67.7830333333,-99,-99,-99,-99,123,2014-01-06 02:00:00,0.00557601732822348
"460170",2014,1,6,3,0,79.57645,-67.7830833333,-99,-99,-99,-99,124,2014-01-06 03:00:00,0.00100583719879631
"460170",2014,1,6,4,0,79.5764166667,-67.7831333333,-99,-99,-99,-99,125,2014-01-06 04:00:00,0.00384541327680939
"460170",2014,1,6,5,0,79.5764333333,-67.783,-99,-99,-99,-99,126,2014-01-06 05:00:00,0.00326343963849436
"460170",2014,1,6,6,0,79.57645,-67.7829833333,-99,-99,-99,-99,127,2014-01-06 06:00:00,0.00188654336535782
"460170",2014,1,6,7,0,79.5764,-67.7833666667,-99,-99,-99,-99,128,2014-01-06 07:00:00,0.0095175648436754
"460170",2014,1,6,8,0,79.57645,-67.7831,-99,-99,-99,-99,129,2014-01-06 08:00:00,0.00773416209535844
"460170",2014,1,6,9,0,79.5766166667,-67.7835,-99,-99,-99,-99,130,2014-01-06 09:00:00,0.0202269048293195
"460170",2014,1,6,10,0,79.5764333333,-67.7830666667,-99,-99,-99,-99,131,2014-01-06 10:00:00,0.0221966887623826
"460170",2014,1,6,11,0,79.5764,-67.78295,-99,-99,-99,-99,132,2014-01-06 11:00:00,0.00439257621788343
"460170",2014,1,6,12,0,79.5764166667,-67.7828666667,-99,-99,-99,-99,133,2014-01-06 12:00:00,0.00250198844144211
"460170",2014,1,6,13,0,79.57645,-67.783,-99,-99,-99,-99,134,2014-01-06 13:00:00,0.0045808206307568
"460170",2014,1,6,14,0,79.5764666667,-67.7830166667,-99,-99,-99,-99,135,2014-01-06 14:00:00,0.0018841477537688
"460170",2014,1,6,15,0,79.5764666667,-67.7830333333,-99,-99,-99,-99,136,2014-01-06 15:00:00,0.000342681262205431
"460170",2014,1,6,16,0,79.5764166667,-67.7830666667,-99,-99,-99,-99,137,2014-01-06 16:00:00,0.00560671271563874
"460170",2014,1,6,17,0,79.5764333333,-67.7830166667,-99,-99,-99,-99,138,2014-01-06 17:00:00,0.0021102900019645
"460170",2014,1,6,18,0,79.5764,-67.783,-99,-99,-99,-99,139,2014-01-06 18:00:00,0.00372610951732536
"460170",2014,1,6,19,0,79.5763666667,-67.783,-99,-99,-99,-99,140,2014-01-06 19:00:00,0.00371153536949057
"460170",2014,1,6,20,0,79.5764166667,-67.7829333333,-99,-99,-99,-99,141,2014-01-06 20:00:00,0.00572627227585663
"460170",2014,1,6,21,0,79.5763666667,-67.78275,-99,-99,-99,-99,142,2014-01-06 21:00:00,0.00668008757707208
"460170",2014,1,6,22,0,79.5764166667,-67.7829166667,-99,-99,-99,-99,143,2014-01-06 22:00:00,0.00650053035261978
"460170",2014,1,6,23,0,79.5766,-67.7816666667,-99,-99,-99,-99,144,2014-01-06 23:00:00,0.032408718294288
"460170",2014,1,7,0,0,79.5764333333,-67.78295,-99,-99,-99,-99,145,2014-01-07 00:00:00,0.0318164515559245
"460170",2014,1,7,1,0,79.5764333333,-67.7830666667,-99,-99,-99,-99,146,2014-01-07 01:00:00,0.00235122609339869
"460170",2014,1,7,2,0,79.57645,-67.7830833333,-99,-99,-99,-99,147,2014-01-07 02:00:00,0.00188654336535782
"460170",2014,1,7,3,0,79.5764166667,-67.7829,-99,-99,-99,-99,148,2014-01-07 03:00:00,0.0052351179372066
