Asset Name,Modem Id,Date(GMT),GPS LATITUDE (DEGREES),GPS LONGITUDE (DEGREES),FORMAT ID,YEAR,MONTH,DAY (day),HOUR (hr),MINUTE (min),Sea Surface Temperature (ﾰC),Battery Voltage (V),Time Since Last GPS fix (min),GPS reported Signal to Noise ratio (dB),Time to First fix (s),Iridium Transmission Duration (s),Hex Data
BUOY_1,300234010035940,2014-02-17 11:00:00,67.381,-63.1632,40,2014,2,17,11,0,-17.3,10.2,0,48,6,30,281c48ac0ffed5fffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-17 10:00:00,67.381,-63.1632,40,2014,2,17,10,0,-17.3,10.2,0,48,8,30,281c48a80ffed5fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 09:00:00,67.381,-63.1634,40,2014,2,17,9,0,-17.3,10.2,0,52,32,30,281c48a40ffed5fffff687bfc003007651d3ee437f
BUOY_1,300234010035940,2014-02-17 08:00:00,67.381,-63.1632,40,2014,2,17,8,0,-17.3,10.2,0,48,10,30,281c48a00ffed5fffff687bfc003007651d3f0173f
BUOY_1,300234010035940,2014-02-17 07:00:00,67.381,-63.1632,40,2014,2,17,7,0,-17.2,10.2,0,48,8,30,281c489c0ffed67ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 06:00:00,67.381,-63.1632,40,2014,2,17,6,0,-17.2,10.2,0,48,30,30,281c48980ffed67ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-17 05:00:00,67.3808,-63.163,40,2014,2,17,5,0,-17.2,10.2,0,48,10,30,281c48940ffed67ffff687bfc003007611d3f2173f
BUOY_1,300234010035940,2014-02-17 04:00:00,67.381,-63.1634,40,2014,2,17,4,0,-17.2,10.2,0,48,8,30,281c48900ffed67ffff687bfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-17 03:00:00,67.381,-63.1632,40,2014,2,17,3,0,-17.2,10.2,0,48,8,30,281c488c0ffed67ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 02:00:00,67.381,-63.1632,40,2014,2,17,2,0,-17.2,10.2,0,48,32,30,281c48880ffed67ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-17 01:00:00,67.381,-63.1632,40,2014,2,17,1,0,-17.2,10.2,0,48,8,30,281c48840ffed67ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 00:00:00,67.381,-63.1632,40,2014,2,17,0,0,-17.2,10.2,0,48,6,30,281c48800ffed67ffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-16 23:00:00,67.381,-63.1632,40,2014,2,16,23,0,-17.2,10.2,0,48,30,30,281c485c0ffed67ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-16 22:00:00,67.381,-63.1632,40,2014,2,16,22,0,-17.2,10.2,0,48,10,30,281c48580ffed67ffff687bfc003007651d3f0173f
BUOY_1,300234010035940,2014-02-16 21:00:00,67.381,-63.1632,40,2014,2,16,21,0,-17.1,10.2,0,48,8,30,281c48540ffed6fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 20:00:00,67.381,-63.1632,40,2014,2,16,20,0,-17.2,10.2,0,48,32,30,281c48500ffed67ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-16 19:00:00,67.381,-63.1632,40,2014,2,16,19,0,-17.2,10.2,0,52,10,30,281c484c0ffed67ffff687bfc003007651d3f0177f
BUOY_1,300234010035940,2014-02-16 18:00:00,67.381,-63.1632,40,2014,2,16,18,0,-17.2,10.2,0,48,30,30,281c48480ffed67ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-16 17:00:00,67.381,-63.1632,40,2014,2,16,17,0,-17.2,10.2,0,48,8,30,281c48440ffed67ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 16:00:00,67.381,-63.1632,40,2014,2,16,16,0,-17.2,10.2,0,48,8,30,281c48400ffed67ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 15:00:00,67.381,-63.1632,40,2014,2,16,15,0,-17.2,10.2,0,48,32,30,281c483c0ffed67ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-16 14:00:00,67.381,-63.1634,40,2014,2,16,14,0,-17.2,10.2,0,48,10,30,281c48380ffed67ffff687bfc003007651d3ee173f
BUOY_1,300234010035940,2014-02-16 13:00:00,67.381,-63.1632,40,2014,2,16,13,0,-17.2,10.2,0,48,8,30,281c48340ffed67ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 12:00:00,67.381,-63.1632,40,2014,2,16,12,0,-17.2,10.2,0,48,30,30,281c48300ffed67ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-16 11:00:00,67.381,-63.1632,40,2014,2,16,11,0,-17.2,10.2,0,48,6,30,281c482c0ffed67ffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-16 10:00:00,67.381,-63.1632,40,2014,2,16,10,0,-17.3,10.2,0,48,8,30,281c48280ffed5fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 09:00:00,67.381,-63.1632,40,2014,2,16,9,0,-17.3,10.2,0,48,30,30,281c48240ffed5fffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-16 08:00:00,67.3808,-63.163,40,2014,2,16,8,0,-17.3,10.2,0,48,10,30,281c48200ffed5fffff687bfc003007611d3f2173f
BUOY_1,300234010035940,2014-02-16 07:00:00,67.381,-63.1632,40,2014,2,16,7,0,-17.3,10.2,0,48,8,30,281c481c0ffed5fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 06:00:00,67.381,-63.1632,40,2014,2,16,6,0,-17.3,10.2,0,48,32,30,281c48180ffed5fffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-16 05:00:00,67.381,-63.1634,40,2014,2,16,5,0,-17.3,10.2,0,48,6,30,281c48140ffed5fffff687bfc003007651d3ee0f3f
BUOY_1,300234010035940,2014-02-16 04:00:00,67.381,-63.1632,40,2014,2,16,4,0,-17.3,10.2,0,48,6,30,281c48100ffed5fffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-16 03:00:00,67.381,-63.1632,40,2014,2,16,3,0,-17.3,10.2,0,48,30,30,281c480c0ffed5fffff687bfc003007651d3f03f3f
